which of these characters can be included within the text in an xml document in literal form? | ; & : -
<?xml version=”1.0” encoding=”utf-8”?> <aaa> <bbb>ccc</bbb> </aaa> | the document is not well-formed
given the dtd file: <?xml version="1.0" encoding="utf-8"?> <!element finals (class1 | class2)+> <!element class1 (#pcdata)> <!attlist class1 count cdata #required> <!element class2 (#pcdata)> <!attlist class2 count cdata #required> |  . The dtd file is valid
what are difference between xml-enabled and xml –native? | xml-native are supported the query with xquery and xpath but the xml-enabled are supported the query with sql embedding xpath or xquery
which of the following statements regarding filters and transitions is false? | . they are applied on a client computer at run time by the server.
<?xml version="1.0" encoding="utf-8"?> <xsd:schema xmlns:xsd="http://www.w3.org/2001/xmlschema"targetnamespace=http://xml.netbeans.org/schema/mail xmlns=http://xml.netbeans.org/schema/mail elementformdefault="qualified"> <xsd:element name="mail"> <xsd:sequence> <xsd:element name="to" type="xsd:language" /> <xsd:element name="from" type="xsd:token"/> <xsd:element name="header" type="xsd:string"/> <xsd:element name="body" type="xsd:normalizedstring"/> </xsd:sequence> </xsd:element> </xsd:schema> | the xml schema is not valid because the xsd:element must include simpletype or complextype <script language = " "> var total = 0; stop: { // labeled compound statement for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 ) break stop; total++; } total++; } total++; } total++; document.writeln( total ); </script> what would the browser display if it executed the following script? |  7
xml fragment document <aaa><bbb/></aaa> xsl fragment <xsl:import href="aaa.xsl"/> <xsl:import href="bbb.xsl"/> the aaa.xsl fragment <xsl:template match="bbb">testa</xsl:template> the bbb.xsl fragment <xsl:template match="bbb">testb</xsl:template> | testb
consider: 1. xsl processor starts the root node and performs pattern matching in the style sheet 2. the style rules of the template are applied to the content to generate a result tree 3. xsl processor analyzes the templates and patterns associated with them to process different parts of the document tree rearranged above steps for corrected processing of xsl | 1, 3, 2
which purpose is the schema declaration used to in xml file? | determine instance namespace applying to xml document
how many type of xml parser does? | . validating parsers and non-validating parsers
in the following line, the word writeln is a ________ which performs a task or action in the script document.writeln("hello world"); | method
how many components do the jaxb architecture provide? | schema compiler, schema generator, binding runtime framework
< script language = "javascript" > var thearray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyarray( thearray[ 3 ] ); document.write( thearray.join( " " ) ); function modifyarray( i ) { i = 11; }</script> what will the browser display if the following script is executed? | 1 2 3 4 5 6 7 8 9
what is stored inside the variable value after the following line of code is executed? var value = navigator.version; | the navigator object does not contain an attribute named version.
xml fragment <tomcat-users> <role rolename="admin"/> <role rolename="manager"/> <role rolename="user"/> <role rolename="tomcat"/> <user username="ide" password="ee1ker95" roles="manager,admin"/> <user username="tomcat" password="tomcat" roles="tomcat"/> <user username="khanhkt" password="trongkhanh" roles="manager,admin"/> <user username="guest" password="123456" roles="username"/> </tomcat-users>the java code fragment using dom api document doc = db.parse(new file(path + "web-inf/tomcat-users.xml")); xpathfactory xpf = xpathfactory.newinstance(); xpath xpath = xpf.newxpath(); string exp = "//user[contains(@username, 'a')]"; nodelist node = (nodelist) xpath.evaluate(exp, doc, xpathconstants.nodelist); choose the correct statement. assume that all code and file path are correct | the application can get more than one node
the declaration is used to declare the xml tag library using in jsp as | . <%@ taglib prefix=“x” uri= “http://java.sun.com/jsp/jstl/xml” %>
xml parser checks for validity and well formed ness? | true
consider the following html code. <html> <script language = "javascript"> <!-- document.writeln("hello world"); // --> </script> </html>what would a browser capable of scripting display when executing this code? | hello world
an object's methods and attributes are accessed by writing the name of the object followed by the________. | dot operator
which of the following xml attribute names is invalid? | i am not valid
which of the following things is unspecified in the following line of code? <!doctype letter system "letter.dtd"> | the type of browser you are using.
which of the following are tags is used to define rules for an element? | <!element ... (#pcdata)
which of the following is the correct processing instruction that specifies an xsl document (myxsl.xsl) to be used to transform an xml document. | <?xml:stylesheet type = "text/xsl" href="myxsl.xsl">
consider the following html code.<html> <script language = "javascript"> <!-- document.writeln("hello world"); // --> </script> </html> what would a browser capable of scripting display when executing this code? | hello world
consider the following script. what is wrong with the following code? 1 <script language = "javascript"> 2 var firstnumber, 3 secondnumber; 4 thirdnumber; 5 6 thirdnumber = 7 parseint( window.prompt( "enter an integer", 0 ) ); 8 document.write( thirdnumber ); 9 </script> | the word var must be placed before thirdnumber in line 4.
what would the browser display if the following script was executed and the user entered 5 at both prompts? 1 <script language = "javascript"> 2 var firstnumber = window.prompt("enter an integer", 0); 3 var secondnumber = window.prompt("enter an integer",0); 4 var thirdnumber; 5 thirdnumber = firstnumber + secondnumber; 6 document.write( thirdnumber ); 7 </script> | 55
which of the following selections does not follow the rules of operator precedence? assume that the operators on the left are evaluated first. | parentheses, subtraction, modulus
what is the evaluation of the following expression? ((3+ (5 + 4) * 7) + 4) / 5 | 14
which of the following statements is correct? | if ( studentgrade >= 60 ) document.write( "passed" );
what would the browser display if the following code is executed in a script? var x = 11, y = 14; if ( x > 13 ) if ( y > 13 ) document.writeln( "x and y are > 13" ); else document.writeln( "x is <= 13" ); | x is <= 13
what would the browser display if the following code is executed in a script? var grade = 59 if ( grade >= 60 ) document.writeln( "passed." ); else document.write( "failed. " ); document.writeln( "you must take this course again." ); | failed.
what would the browser display if the following script is executed? <script language = "javascript"> var count = 0, total = 0; while ( count <= 5 ) { total = total + 10; count = count + 1; } document.write(total); </script> | 60
what would the browser display if the following script is executed? <script language = "javascript"> var count = 5, total = 0; while ( count > -1 ) { total = total – 10; count = count – 1; } document.write(total); </script> | -60
what type of loop is shown in the script below? <script language = "javascript"> var gradevalue = 0, total = 0, grade = 0; while ( gradevalue != - 1 ) { total = total + gradevalue; grade = window.prompt("enter integer grade, -1 to quit:", "0"); gradevalue = parseint( grade ); } </script> | sentinel controlled
what is the value of i after the following statements? i = 2; i++; | 3
what is the value of i after the following statements?i = 2; i--; i--; | 0
what is wrong with the following line of code? <p><font size='5'>this is a test.</font></p> | nothing
which of the following are declared correctly? | for (var i=0;i<100;++i ) { statement;}
what is the value of num after the following statement is performed? num = math.round( 2.45 ); | 2
consider the following code selections. assume count is initialized to 7 and num is initialized to 0. i) ii) do { while ( count < 6 ) num = count; num = count; } while ( count < 6 ) what will the value of num be for i) and ii) respectively after the loops have been executed? | 7, 0
what would the browser display if it executed the following script? <script language = "javascript"> for ( var count = 0; count < 10; ++count ) { if ( count == 5 ) continue; } document.writeln( count ); </script> | 10
what would the browser display if it executed the following script? <script language = "javascript"> var total = 0; nextloop: for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i < 2 ) continue nextloop; total++; } total++; } total++; document.writeln( total ); </script> | 10
which of the following is a legal function call for the function definition provided below? function square( y ) { return y * y; } | square(7+2);
what does the following statement do? math.floor( math.random() * 12 ); | this creates a random number from 0 up to but not including 12.
what would the browser display if this script was executed? <script language = "javascript"> var c = new array(8) for( var i = 0; i < 8; i++ ) c[i] = i; document.write(c[8]) </script> | undefined
what would the browser display if this script was executed? <script language = "javascript"> var c = new array(8) for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </script> | 9
what is the effect of the join statement in the following code? var thearray1 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ], thearray2 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ]; var value = thearray1.join( " " ); | the join method will create a string from the values in thearray1.
what will the browser display if the following script is executed? < script language = "javascript" > var thearray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ]; modifyarray( thearray[ 3 ] ); document.write( thearray.join( " " ) ); function modifyarray( i ) { i = 11; } </script> | 1 2 3 4 5 6 7 8 9
the java sort method uses ________ to sort the array passed to | it. string comparison
what is the significance of the line? li em { color: red; font-weight: bold } | it will apply the specified style to text enclosed by the em tags which are within li tags.
what is the significance of the following css rule? li, em { color: red;c font-weight: bold } | it will apply the specified style to text enclosed by either li or em tags.
external style sheets are saved with the ________ extension. | css
will not move the image from its set position. | background-attachment
what does the following css rule do? .note { font-size: 1.5em } | it multiplies all text object font sizes with class = "note" by 1.5.
consider the following html document. 1 <!doctype html public "-//w3c//dtd html 4.0 transitional//en"> 2 <html> 3 <head> 4 <title>object model</title> 5 6 <script language = "javascript"> 7 function start() 8 {9 alert( ptext.innertext );10 ptext.innertext = "thanks for coming.";11 } 12 </script>13 14 </head> 15 16 <body onload = start()> 17 18 <p id = "ptext">welcome to our web page!</p> 19 20 </body> 21 </html> which of the following selections a true statement? | the ptext object does not have an innertext attribute.
consider the following html document. 1 <html> 2 <head> 3 <title>children collection</title> 4 <script language = "javascript"> 5 </script> 6 </head> 7 <body> 8 <p></p> 9 </body> 10 </html> select the true statement. | the script element is a direct child of the head element.
<script language = "javascript"> var value = 0; function starttimer(){ window.setinterval( "updatetime()", 1000 ); } function updatetime(){ value++; ptext.innertext = value; } </script> </head> <body onload = "starttimer()"> <p><a id = "ptext">0</a></p> </body> </html> | it counts the number of seconds elapsed viewing the page.
would you use to capture the location of the mouse cursor relative to the image boundaries? | offsetx / offsety
which of the following is not a valid param setting for tdc controls? | <param name = classid: clsid:333c7bc4-460f-11d0-bc04-0080c7055a83>
what does the following statement do?<span id = "colorname" style = "font-family: monospace" datasrc = "#colors" datafld = "colorname"></span><br> | it assigns the tdc control named colors to a span element for display purposes.
which of the following is true? | the tdc handles creating table cells for output.
the vbscript operator for inequality is which of the following? | <>
what is wrong with the following vbscript code? 1 if (s = t) then 2 u = s + t 3 elseif (s > t) then 4 u = r 5 else 6 u = n 7 end if | nothing
what is wrong with the following vbscript code? 1 select case x 2 case 1 3 call msgbox("1") 4 case 2 5 call msgbox("2") 6 case else 7 call msgbox("?") 8 end select | nothing.
see the snipset below and choose one answer: <xsl:value-of select=”ceiling(-2.3)”/> | -2
see the snipset below and choose one answer: <xsl:value-of select=”floor(-2.3)”/> | -3
xml generated by a servlet or jsp cannot be displayed by a browser in which one of the following ways? | by passing it from a browser to another servlet or jsp for reformatting
which of the following is the purpose of a schema? | to describe and constrain both the structure and data within the xml document
what is a correct way of referring to a style sheet called "mystyle.xsl"? | <?xml-stylesheet type="text/xsl" href="mystyle.xsl"?>
what statement is true when processing xml in a servlet or jsp? | a dtd or schema must be provided for validation.
which of the following snippet deletes an attribute of an element node | ... root.removeattributenode(attr);
which of the following types of parsers is used for object-based parsing? | dom
you can create the <child> element by using a document object's ______________ method. | createelement
which of the following statement about sax is false? | sax focuses on real content the xml and applied by the browser
a complex type element can be defined using | <xsd:complextype name=”…” />
which of these is the correct syntax to link a css file to an xml document? | <?xml-stylesheet type="text/css" href="url"?>
to prevent a type from being derived for defining new types you can specify | <complextype name=”address” final=”restriction” />
the property 'nextsibling' in domdocument object contains the next node of the previous nodes in the parent's child list. | true
what is not true about stax? | it is a "push" parser
which of the following statement about attribute node in dom is true? | this node represents the property of an element
which of the following statements related to the tranformerfactoty class and its methods are false? | the getfeature(string name) method permits the user to set values for specific attributes
you create a sax parser by using the ________________object. | saxparserfactory
the documentbuilder object's parse method to parse an xml document and create a java _____________ object | document
the stax cursor api represents _______________. | a cursor with which you can walk an xml document from beginning to end.
which of the following statement explain the characteristics of the methods used to modify nodes in a dom tree? | the getchildnodes() returns a list of nodes containing all the child nodes of specific node
which of the following methods creates a node for inserting textual content in to it? | createtextnode()
which of the following are disadvantages of using sax parsers? | sax is read-only
which of the following options describing the feature of xml transformations? | xslt stylesheets use xpath to navigate between xml as sax and dom
xslt is: | extensible stylesheet language transformation
which of the following statement explains about the object relational mapping? | the object relational mapping uses the xml document as a tree of objects
declaring an attribute as 'optional, -, -' means | attribute may occur once and have any value
schemas can be documented in human readable format by using | comments
to compose a schema with the same target namespace you can use | <include schemalocation=”…” />
sgml stand for | standard generalization markup language
in xsl, an attributes can be accessed in the way similar to the elements. notice ____ in front of the attribute name | @
the entities that are used only in dtds are referred to as | general entities
an xml document, which conforms to its dtd, is called a: | well formed document
in xsl, an _____ instruction do contains the template, which is been applied to each node selected with the select attribute | xsl:for-each
if the dtd is included in your xml source file, it should be wrapped in a doctype definition with the following syntax: | <!doctype root-element [element-declarations]>
what does the keyword system indicate in the following code? <!doctype book system “book.dtd”> | book.dtd is an internal dtd
the dom treats the xml document as | tree-structure
which of the following statements are true in the case of xml? | xml describes its data along with its presentation
required attributes value means: | the attribute value must be included in the element
what is the significance of the ‘+’ sign in the code given below? <!element book (author+)> | indicates that author tag must occur at least once inside the book element
which of the following is/are optional in the creation of an xml file? | the <?xml version="1.0"?> statement
which of the following are valid tags? | <fpt_university>
an attribute without a prefix is in default namespace? | true
which of the following defines what is meant by a valid document? | a document which conforms to the rules of a dtd
namespaces are defined using | xmlns:[prefix] attribute
ability to create one's own tags is xml's greatest disadvantage? | false
an xml document, which conforms to its dtd, is called a: | valid document
what does the keyword system indicate in the following code? <?xml version =”1.0”?> <!doctype book system “book.dtd”> | book.dtd is an external dtd
xslt allows any kind of data to be tranformed into | boolean
document object model is platform-dependent? | false
builds the document as a in-memory data structures? | dom
represents a collection of attribute nodes | xmldomnamednodemap
the contenthandler class provides implementations for the core interface of sax | true
sax makes sequence of call to a handler function? | true
what would the browser display if it executed the following script? <script language = "javascript">  var total = 0;  nextloop:  for ( var i = 0; i < 5; ++i ) {  for ( var j = 0; j < 2 ; ++j ) {  if ( i < 2 )  continue nextloop;  total++; } total++;  }  total++;  document.writeln( total ); </script> | 10
the word top in the term top-down stepwise refinement refers to which of the following? | he single statement that completely represents the program
what would the browser display if this script was executed? <script language = "javascript">  var c = new array(8);  for( var i = 0; i < 8; i++ )  c[i] = i;  document.write(c[8]); </script> | undefined
call-by- ________ is the method of passing a copy of the argument's value to a function | value
what would the browser display if it executed the following script? <script language = "javascript">  var total = 0; stop: { // labeled compound statement  for ( var i = 0; i < 5; ++i ) {  for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 )  break stop;  total++;  }  total++;  }  total++;  }  total++;  document.writeln( total ); </script> | 7
what will the browser display if the following script is executed? < script language = "javascript" >  var thearray = [ 1, 2, 3, 4, 5, 6, 7, 8, 9 ];   modifyarray( thearray[ 3 ] ); document.write( thearray.join( " " ) );  function modifyarray( i ) {  i = 11;  } </script> | 1 2 3 4 5 6 7 8 9
consider the following html code. <html> <script language = "javascript"> <!-- document.writeln("hello world"); // --> </script> </html> what would a browser capable of scripting display when executing this code? | hello world
what is the value of i after the following statements? i = 2; i- -; i- -; | 0
________ is a markup language for describing how content is rendered and ________ is a markup language for describing structured data—content is separated from presentation. | html, xml.
characters like ">" and "&" can be used in pcdata sections? | false
which of the following xml code snippets is/are correct? | <book> <author> abc…</author> </book>
which statements are true? | the dtd specifies ... + the dtd contains the list of tags allowed within the xml document, and their types and attributes.
the question mark (?) operator indicates | either zero or one occurrence
each xml document can be represented as a tree structure? | true
restricts string types using regular expressions? | pattern
allow to validate documents that use markup from multiple namespaces? | namespace support
match the xml data againts its corresponding data type in schema? <start>05:30:10.5</start> | time
most dom objects such as xmldomattribute, xmldomelement, xmldomentity, xmldomcomment etc have several common methods and properties since they are inherited from a common object. which object is it? | xmldomnode
with reference to the snippet of code given below, choose the correct syntax to complete the second line in order to create a xml document object    var sample  sample = ________________________ | new activexobject("microsoft.xmldom")
dom considers all items present in xml document as node? | true
what is the effect of the join statement in the following code?  var thearray1 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ], thearray2 = [ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ];  var value = thearray1.join( " " ); | the join method will create a string from the values in thearray1.
consider the following html code.  <html>  <script language = "javascript">  <!--  document.writeln("hello world");  // -->  </script>  </html>    what would a browser capable of scripting display when executing this code? | hello world
which of the following selections does not follow the rules of operator precedence. assume that the operators on the left are evaluated first. | parentheses, subtraction, modulus
what would the browser display if this script was executed?  <script language = "javascript">        var c = new array(8);       for( var i = 0; i < 10; i++ )              c[i] = i;      document.write(c[9])   </script> | 9
what would the browser display if the following script was executed?    <script language = "javascript">           for( int i = 0; i < 5; i++ )          document.write("x");  </script> | nothing, the script would generate an error
what is the evaluation of the following expression? ((3+ ( 5 + 4 ) * 7 ) + 4 ) / 5 | 14
what would the browser display if the following code is executed in a script? var grade = 59 if ( grade >= 60 )        document.writeln( "passed." ); else       document.write( "failed. " );       document.writeln( "you must take this course again." ); | failed
what would the browser display if it executed the following script?  <script language = "javascript">   var total = 0;   nextloop:   for ( var i = 0; i < 5; ++i ) {           for ( var j = 0; j < 2 ; ++j ) {                if ( i < 2 )                   continue nextloop;                   total++;              }          total++;     }   total++;    document.writeln( total );  </script> | 10
the value a in the following statement is called the ________ and the value b is called the ________.  face = math.floor( a + math.random() * b ); | shifting value, scaling factor
which of these characters can be included within the text in an xml document in literal form? | ; : -
which of these is a valid comment in xml? | <!- -this data should be hidden      <firstname>joe</firstname>      <lastname>johnson</lastname>  - ->
an xml schema defines whether  an element is empty or can include text. | true
see the snipset below and choose one answer:  <xsl:value-of select=”floor(-2.3)”/> | -3
what is the significance of the following css rule? li, em { color: red;cfont-weight: bold } | it will apply the specified style to text enclosed by either li or em tags.
with reference to the snippet of code given below, choose the correct syntax to complete the second line in order to create a xml document object   var sample  sample = ________________________ | new activexobject("microsoft.xmldom")
method characters()  of contenthandler interface receives events for | character data
what is the value of num after the following statement is performed?    num = math.round( 2.45 ); | 2
what is wrong with the following line of code?       <p><font size='5'>this is a test.</font></p> | nothing
what is the value of s3 after the following code is executed? var s1 = one,   s2 = two,   s3 = three; s1.concat(s2) s3 = s1; | onetwo
which of the following things is unspecified in the following line of code?  <!doctype letter system "letter.dtd"> | the type of browser you are using.
the ________ attribute is added to a table element’s opening tag to bind a data island to a table | datasrc
the ________ element generates the markup for an element of the specified name in the output html | xsl:element
which of the following is not a type of dtd? | table based
soap stands for | simple object access protocol
microsoft's version of scripting that uses the java syntax is called | jscript
the default scripting language for netscape and internet explorer is ________ | ecmascript
in the following line, the word writeln is a ________ which performs a task or action in the script. | method
consider the following script. what is wrong with the following code?  1  <script language = "javascript">  2 var firstnumber, 3  secondnumber;  4  thirdnumber;  5  6  thirdnumber =  7  parseint( window.prompt( "enter an integer", 0 ) );  8  document.write( thirdnumber );  9 </script> | the word var must be placed before thirdnumber in line 4
what would the browser display if the following script was executed and the user entered 5 at both prompts?  1  <script language = "javascript">  2 var firstnumber = window.prompt("enter an integer", 0); 3 var secondnumber = window.prompt("enter an integer",0);  4  var thirdnumber;  5 thirdnumber = firstnumber + secondnumber;  6  document.write( thirdnumber );  7 </script> | 55
which of the following selections does not follow the rules of operator precedence?  assume that the operators on the left are evaluated first | parentheses, subtraction, modulus
what is the evaluation of the following expression?  ((3+ (5 + 4) * 7) + 4) / 5 | 14
which of the following is not a valid equality or relational operator | =
________ is an artificial and informal language that helps programmers develop algorithms | pseudocode
the word sequence in the term sequence structure refers to the sequence of ________ | javascript instructions in a script
which of the following is not one of bohm and jacopini's three control structures | goto-less structure
which of the following is not a javascript selection structure | for/in
which of the following is a javascript repetition structure | do/while
which of the following is not a javascript keyword | sub
which of the following statements is correct | if ( studentgrade >= 60 ) document.write( "passed" );
what would the browser display if the following code is executed in a script?  var x = 11, y = 14; if ( x > 13 ) if ( y > 13 )  document.writeln( "x and y are > 13" ); else  document.writeln( "x is <= 13" ); | x is <= 13
what would the browser display if the following code was executed in a script?  var product = 0; while ( product <= 25 );  product = 2 + product; | nothing, the script would result in an error
what would the browser display if the following script is executed? <script language = "javascript">  var count = 0, total = 0; while ( count <= 5 ) { total = total + 10; count = count + 1;  }  document.write(total);  </script> | 60
what would the browser display if the following script is executed? <script language = "javascript">  var count = 5, total = 0; while ( count > -1 ) { total = total – 10;  count = count – 1;  }  document.write(total);  </script> | -60
what type of loop is shown in the script below?  <script language = "javascript"> var gradevalue = 0,  total = 0, grade = 0;  while ( gradevalue != - 1 ) { total = total + gradevalue;  grade = window.prompt("enter integer grade, -1 to quit:", "0"); gradevalue = parseint( grade );  }  </script> | sentinel controlled
the word top in the term top-down stepwise refinement refers to which of the following | the single statement that completely represents the program
what is the value of i after the following statements? i = 2; i += 25 | 27
which of the following is not required for counter-controlled repetition | sentinel
what would the browser display if the following script was executed? <script language = "javascript">  for( int i = 0; i < 5; i++ ) document.write("x");  </script> | nothing, the script would generate an error
what would the browser display if the following script was executed? <script language = "javascript">  for( var i = 0; i < 5; i++ ) document.write("o");  </script> | ooooo
what is the value of num after the following statement is performed?  num = math.round( 2.45 ); | 2
the ________ multiple selection structure is used to handle multiple decisions making and can be used to replace multiple if and if/else statements | switch
consider the following code selections. assume count is initialized to 7 and num is initialized to 0 | 7, 0
what would the browser display if it executed the following script? <script language = "javascript"> for ( var count = 1; count <= 10; ++count ) { if ( count == 5 ) break;  }  document.writeln( count );  </script> | 5
what would the browser display if it executed the following script? <script language = "javascript"> for ( var count = 0; count < 10; ++count ) {  if ( count == 5 ) continue;  }  document.writeln( count );  </script> | 10
what would the browser display if it executed the following script? <script language = "javascript"> var total = 0;  stop: { // labeled compound statement for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i == 2 ) break stop;  total++;  } total++;  }  total++;  }  total++;  document.writeln( total );  </script> | 7
what would the browser display if it executed the following script? <script language = "javascript"> var total = 0;   nextloop: for ( var i = 0; i < 5; ++i ) { for ( var j = 0; j < 2 ; ++j ) { if ( i < 2 ) continue nextloop;  total++; } total++;  }  total++;  document.writeln( total );  </script> | 10
which of the following will not evaluate to true? | false |    |   false 
which of the following will evaluate to false | false && false
which of the following is false? | in any flowchart, control structure (sequence, if, if/else, switch, while, do/while or for) can be replaced by 2 rectangle (actions) in sequence
functions are invoked by writing the name of the function, followed by the function's ________ in closed parenthesis | arguments
which of the following is a legal function call for the function definition provided below?  function square( y )  { return y * y; } | square(7+2);
what is the result of writing the keyword var in a function parameter list | he result would be a javascript runtime error
what would the function cube return, assuming it is called with the line cube(3).  function cube(y); { return y * y * y;  } | javascript runtime error
what does the following statement do?  math.floor( math.random() * 12 ); | this creates a random number from 0 up to but not including 12.
the style of programming in which the user interacts with a gui component is called ________ programming | event-driven
the ________ of a variable is the period during which it exists in memory | duration
local variables have ________ duration | automatic
the _______ of an identifier for a variable or function is the portion of the program in which the identifier can be referenced | scope
giving a local function variable the same name as a global variable will result in which of the following | the local variable will "hide" the global variable
_________ are data structures consisting of related data items (sometimes called collections of data items) | arrays
which of the following is the proper method to dynamically allocate memory to an array of 100 elements | var c = new array( 100 );
the statement on line 1 ________ the array while the statement on line 2 ________ the array.  1 var c;  2 c = new array( 12 ); | declares, allocates
what would the browser display if this script was executed? <script language = "javascript">  var c = new array(8) for( var i = 0; i < 8; i++ ) c[i] = i;  document.write(c[8])  </script> | undefined
what would the browser display if this script was executed? <script language = "javascript">  var c = new array(8) for( var i = 0; i < 10; i++ ) c[i] = i;  document.write(c[9])  </script> | 9
which of the following is an illegal array initialization statement | var n = new array( 5 ); n = [ 10, 20, 30, 40, 50
in the following statement, the range of the variable element is ________.  for ( var element in thearray )  total2 += thearray[ element ]; | g)  0 to the array length - 1
what is the value of num assuming that all 12 elements of array test are initialized to 3?  ++test[ 7 ]; var num = test[ 7 ]; | 4
in javascript, all objects and arrays are passed to functions by ________ | reference
in javascript, numbers and boolean values are passed to functions by ____ | value
what is the effect of the join statement in the following code? | the join method will create a string from the values in thearray1
________ and ________ run slower when they are applied to large arrays | linear search, bubble sort
tthe java sort method uses ________ to sort the array passed to it | string comparison
mc: how many comparisons will a linear search function makes before finding a match if the search key has a value of 3 and the array x has the values:  x[ 0 ] = 0 x[ 1 ] = 2 x[ 2 ] = 1 x[ 3 ] = 4 x[ 4 ] = 3 x[ 5 ] = 3 | (c)  5
what would the browser output if the following script is executed? < script language = "javascript" > var array = [ [ 1, 2, 3 ], [ 1, 2, 3 ] ]; for ( var i in array ) { for ( var j in array[ i ] ) document.write( array[ i ][ j ] + " " );  document.writeln("<br>");  }  < /script > | 1 2 3 1 2 3
each object has ________ or data and ________ or behavior | attributes, methods
which of the following is false | objects do not have the property of information hiding.
what does the value string contain after the following code is executed?  var string = "good luck on the test"; string = string.charat( 3 ); | d
what does the value string contain after the following code is executed?  var string = "good luck on the test";  string = string.split( " " ); | good luck on the test
what does the value string contain after the following code is executed?  var string = "good luck on the test";  string = string.link("www.deitel.com") | a link to www.deitel.com with the text "good luck on the test"
what is the value of s3 after the following code is executed?  var s1 = one, s2 = two, s3 = three; s1.concat(s2)  s3 = s1; | onetwo
what is the value of s1 after the following code is executed?  var s1 = "deitel and associates"  s1 = s1.slice( 6 ) | and associates
which of the following methods would you use to convert a list of unicode values into a string containing the corresponding characters | fromcharcode
what will value contain after the following code is executed var value = new date();  value = value.valueof(); | a large integer representing the number of milliseconds between midnight january 1, 1970 and the current date
which of the following methods does the javascript boolean object not possess | toint
________ allow you to specify the style of your page elements (spacing, margins, etc.) separately from the structure of your document | cascading style sheets
________ are declared in each individual html element using the keyword style | inline styles
text style sheets use which of the following mime types | text/css
in the body of a style sheet, css rule properties are followed by a ____ | colon
how will the following css rule alter the webpage if it is applied in a style sheet? h1 { font-family: arial, sans - serif } | all text enclosed by h1 tags will have the sans-serif font if arial is not supported by the system
what is the purpose of the line beginning with a.nodec in the following script? | the .nodec appended to a is an extension of class styles and will apply only to  a elements that specify nodec as their class
if an element's position is declared as absolute then ________ | positioning is set according to the margins of its parent element
setting an element's position to relative is done within which of the following | <style></style>
which of the following settings for a background image can be modified to create a "watermark" effect where scrolling will not move the image from its set position | background-attachment
which of the following settings can be altered to change the darkness of the font | font-weight
when using the width, height and overflow properties of an element, position must be ________ | not absolute
the outermost layer of the box model is the ___ | margin
which of the following is not a border property | shape
what does the following css rule do?  .note { font-size: 1.5em } | it multiplies all text object font sizes with class = "note" by 1.5
the simplest way to reference a dhtml element is by its ________ attribute | id
consider the following html document. 1 <!doctype html public "-//w3c//dtd html 4.0 transitional//en">  2 <html> 3 <head>  4 <title>object model</title> 5  6 <script language = "javascript">  7 function start() 8 {  9 alert( ptext.innertext );  10 ptext.innertext = "thanks for coming.";  11 }  12 </script>  13 14 </head> 15  16 <body onload = start()> 17 18 <p id = "ptext">welcome to our web page!</p>  19  20 </body>  21 </html>  which of the following selections a true statement? | the ptext object does not have an innertext attribute
the all collection is a property of the ________ object | document
consider the following html document.  1 <html>  2 <head>  3 <title>children collection</title>  4 <script language = "javascript">  5 </script>  6 </head>  7 <body>  8 <p></p>  9 </body>  10 </html>  select the true statement. | the script element is a direct child of the head element.
what is the significance of the second function argument in the following line window.setinterval( "run()", 100 ); | the value sets how often to run the function
which of these is the proper function that stops a windows timer | clearinterval
consider the following html document.  <html>  <head>  <title>frames collection</title>  </head>  <frameset rows = "100, *">  <frame src = "top.html" name = "first">  <frame src = "" name = "second">  </frameset>  </html>  which of the following is the proper way to access the frame "second" from the script of an outside document? | parent.frames( " second" )
what is stored inside the variable value after the following line of code is executed? var value = navigator.appversion | it stores a string representing the version of the browser and other information.
with the ________, scripts can respond to a user moving the mouse, scrolling up or down the screen or entering keystrokes. | (a) event model
the ________ attribute of the ________ element specifies another element that is identified by its ________ attribute | (d) for, script, id
the onload event fires ________. | (d) whenever an element finishes loading successfully
what does the following html document do?  <html>  <head>  <title>dhtml event model - onload</title> <script language = "javascript"> var value = 0; function starttimer(){  window.setinterval( "updatetime()", 1000 ); }  function updatetime(){ value++;  ptext.innertext = value; }  </script>  </head>  <body onload = "starttimer()">  <p><a id = "ptext">0</a></p>  </body> </html> | it counts the number of seconds elapsed viewing the page
the onerror event is used to handle all of these except | (a) user errors.
which of these is the command to enable error handling on a web page | (d)  window.onerror
event ________ fires constantly whenever the mouse is in motion | (a) onmousemove
if you used the onmousemove event to capture mouse events over an image, which of the following event properties would you use to capture the location of the mouse cursor relative to the image boundaries | (d) offsetx / offsety
what does the srcelement event property contain | a reference to the element that fired the event
when the mouse moves over an element which of the following is triggered | (b)  onmouseover
